	seqid	db	taxid	lineage
UniRef100_A0A450TA22	A0A450TA22	uniprot	2126338	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Candidatus Kentron;unclassified Candidatus Kentron
UniRef100_A0A6C1PLR7	A0A6C1PLR7	uniprot	1898206	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;unclassified Spirochaetaceae
UniRef100_A0A6J4XDG8	A0A6J4XDG8	uniprot	698986	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A6J4Y4T8	A0A6J4Y4T8	uniprot	334747	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A7I8MY82	A0A7I8MY82	uniprot	426688	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A7Y2I4F7	A0A7Y2I4F7	uniprot	2053546	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfocapsaceae;Desulfofustis;unclassified Desulfofustis
UniRef100_A0A7Y3AEL2	A0A7Y3AEL2	uniprot	2044940	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;unclassified Desulfobacterales
UniRef100_V4J9W1	V4J9W1	uniprot	1385624	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfocapsaceae;Desulfofustis;unclassified Desulfofustis
UniRef100_V5WE85	V5WE85	uniprot	1307761	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Salinispira
UniRef100_A0A120FJA0	A0A120FJA0	uniprot	1755647	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium
UniRef100_A0A6A7YBS9	A0A6A7YBS9	uniprot	2608987	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Segnochrobactraceae;Segnochrobactrum
UniRef100_A0A2U3L2W0	A0A2U3L2W0	uniprot	2043167	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;unclassified Syntrophobacter
UniRef100_A0A534ZMP5	A0A534ZMP5	uniprot	2026735	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A0H5B664	A0A0H5B664	uniprot	1079	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Blastochloridaceae;Blastochloris
UniRef100_A0A1G7GEC6	A0A1G7GEC6	uniprot	69960	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospira
UniRef100_A0A6P1AGU4	A0A6P1AGU4	uniprot	2607808	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Kamptonema;unclassified Kamptonema
UniRef100_E0U920	E0U920	uniprot	497965	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece verrucosa
UniRef100_A0A060DQS1	A0A060DQS1	uniprot	192	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum
UniRef100_A0A0B1TUN7	A0A0B1TUN7	uniprot	1562888	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;unclassified Desulfovibrio
UniRef100_A0A0F2RYR4	A0A0F2RYR4	uniprot	1629718	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;unclassified Rhodospirillaceae
UniRef100_A0A1F4KBL4	A0A1F4KBL4	uniprot	1797566	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales
UniRef100_A0A1H8ZXA3	A0A1H8ZXA3	uniprot	867345	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Ectothiorhodospira
UniRef100_A0A2V2G6L9	A0A2V2G6L9	uniprot	2049043	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;unclassified Desulfovibrionaceae
UniRef100_A0A352LP97	A0A352LP97	uniprot	1981025	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;Sutterella;unclassified Sutterella
UniRef100_A0A5C7T941	A0A5C7T941	uniprot	164330	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Zoogloeaceae;Thauera
UniRef100_A0A6A8QF43	A0A6A8QF43	uniprot	2079197	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Telmatospirillum;unclassified Telmatospirillum
UniRef100_A0A7R6WAE3	A0A7R6WAE3	uniprot	2020875	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methyloprofundus;unclassified Methyloprofundus
UniRef100_A4YAC7	A4YAC7	uniprot	319224	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella putrefaciens
UniRef100_I0HTR6	I0HTR6	uniprot	983917	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Rubrivivax;Rubrivivax gelatinosus
UniRef100_Q5P8B6	Q5P8B6	uniprot	76114	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;Aromatoleum aromaticum
UniRef100_A0A135YPH7	A0A135YPH7	uniprot	1261	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus
UniRef100_A0A1Q6QD87	A0A1Q6QD87	uniprot	1897006	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;unclassified Faecalibacterium
UniRef100_A0A1Q7DC32	A0A1Q7DC32	uniprot	1805366	cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Rokubacteria;unclassified Candidatus Rokubacteria
UniRef100_A0A371IS60	A0A371IS60	uniprot	2020948	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia
UniRef100_A0A3D5IF75	A0A3D5IF75	uniprot	1898207	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;unclassified Eubacteriales
UniRef100_A0A538R1S0	A0A538R1S0	uniprot	2053607	cellular organisms;Bacteria;Bacteria incertae sedis;Bacteria candidate phyla;Candidatus Rokubacteria;unclassified Candidatus Rokubacteria
UniRef100_A0A4P8L413	A0A4P8L413	uniprot	980445	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfoglaeba;Desulfoglaeba alkanexedens
UniRef100_A0A0S8FBP2	A0A0S8FBP2	uniprot	1703405	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria
UniRef100_A0A4Y9SN17	A0A4Y9SN17	uniprot	2562153	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia group;Massilia
UniRef100_A0A545SE55	A0A545SE55	uniprot	2268194	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Halothiobacillaceae;unclassified Halothiobacillaceae
UniRef100_A0A5B8N6H0	A0A5B8N6H0	uniprot	2601898	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Noviherbaspirillum;unclassified Noviherbaspirillum
UniRef100_A0A6B8M237	A0A6B8M237	uniprot	134	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylocystis
UniRef100_A0A439Z983	A0A439Z983	uniprot	1871066	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;unclassified Mesorhizobium
UniRef100_A0A441TTP0	A0A441TTP0	uniprot	1871066	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Mesorhizobium;unclassified Mesorhizobium
UniRef100_A0A537RUU6	A0A537RUU6	uniprot	1913988	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;unclassified Alphaproteobacteria
UniRef100_A0A1Y6D822	A0A1Y6D822	uniprot	1760988	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomagnum
UniRef100_A0A2T3XN59	A0A2T3XN59	uniprot	863227	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Trinickia
UniRef100_A0A7X1PDX4	A0A7X1PDX4	uniprot	2026734	cellular organisms;Bacteria;Terrabacteria group;Chloroflexi;Dehalococcoidia;unclassified Dehalococcoidia
UniRef100_A0A1Z4IAU4	A0A1Z4IAU4	uniprot	1973475	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc
UniRef100_A0A0X8WUE7	A0A0X8WUE7	uniprot		
UniRef100_A0A1T4W248	A0A1T4W248	uniprot	1121449	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Paucidesulfovibrio;Paucidesulfovibrio gracilis
UniRef100_A0A212LF52	A0A212LF52	uniprot	442121	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Pleomorphomonadaceae;Pleomorphomonas;environmental samples
UniRef100_A0A378XHY4	A0A378XHY4	uniprot	90244	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella
UniRef100_I2BBJ3	I2BBJ3	uniprot	630626	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shimwellia;Shimwellia blattae
UniRef100_A0A0K1PF41	A0A0K1PF41	uniprot	1391653	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Cystobacterineae;Vulgatibacteraceae;Vulgatibacter
UniRef100_A0A6N7PTC5	A0A6N7PTC5	uniprot	889282	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Sorangiineae;Polyangiaceae;Polyangium
UniRef100_A0A1A6FPT0	A0A1A6FPT0	uniprot	1849840	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylocystaceae;Methylosinus;unclassified Methylosinus
UniRef100_A0A1M3N6F4	A0A1M3N6F4	uniprot	1895795	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;unclassified Myxococcales
UniRef100_A0A501PFG6	A0A501PFG6	uniprot	1505037	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Emcibacterales;Emcibacteraceae;Emcibacter
UniRef100_A0A5M8FKU4	A0A5M8FKU4	uniprot	424902	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiohalocapsa
UniRef100_A0A1M4UKF2	A0A1M4UKF2	uniprot	1123243	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Schwartzia;Schwartzia succinivorans
UniRef100_A0A378NUL5	A0A378NUL5	uniprot	158847	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Megamonas
UniRef100_A0A4Q2WC18	A0A4Q2WC18	uniprot	1397668	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Peptococcaceae;Desulforamulus
UniRef100_A0A848BMR3	A0A848BMR3	uniprot	1675036	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Megasphaera
UniRef100_C9LXA9	C9LXA9	uniprot	546271	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas sputigena
UniRef100_H5Y3X3	H5Y3X3	uniprot	768710	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus youngiae
UniRef100_A0A1G7GDV4	A0A1G7GDV4	uniprot	69960	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospira
UniRef100_A0A7C7VZY3	A0A7C7VZY3	uniprot	2528252	cellular organisms;Bacteria;Thermodesulfobacteria;Thermodesulfobacteria;Thermodesulfobacteriales;Thermodesulfobacteriaceae;unclassified Thermodesulfobacteriaceae
UniRef100_A0A7D5RVV8	A0A7D5RVV8	uniprot	2682137	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Defluviicoccus;unclassified Defluviicoccus
UniRef100_A0A7X8C9Q4	A0A7X8C9Q4	uniprot	2026735	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_Q210N4	Q210N4	uniprot	316056	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas;Rhodopseudomonas palustris
UniRef100_Q2RQJ9	Q2RQJ9	uniprot	269796	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum;Rhodospirillum rubrum
UniRef100_A0A841V7F9	A0A841V7F9	uniprot	2755316	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Microcystaceae;Microcystis;Microcystis aeruginosa
UniRef100_E0U939	E0U939	uniprot	497965	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece verrucosa
UniRef100_A0A0K9I8D3	A0A0K9I8D3	uniprot		
UniRef100_A0A1T4W2T1	A0A1T4W2T1	uniprot	1121449	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Paucidesulfovibrio;Paucidesulfovibrio gracilis
UniRef100_A0A2G6N8U9	A0A2G6N8U9	uniprot	2026735	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A661T116	A0A661T116	uniprot	2026735	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A7Z9XS97	A0A7Z9XS97	uniprot	2049432	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;unclassified Chromatiaceae
UniRef100_E1QED3	E1QED3	uniprot	644282	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfarculus;Desulfarculus baarsii
UniRef100_Q315V5	Q315V5	uniprot	207559	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Oleidesulfovibrio;Oleidesulfovibrio alaskensis
UniRef100_A0A017H2Y2	A0A017H2Y2	uniprot	1226633	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium necrophorum;Fusobacterium necrophorum subsp. funduliforme
UniRef100_A0A1E8EYV7	A0A1E8EYV7	uniprot	1121290	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium acetireducens
UniRef100_A0A1H3MD70	A0A1H3MD70	uniprot	159292	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Tindallia
UniRef100_A0A5N7IIZ2	A0A5N7IIZ2	uniprot	238834	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium
UniRef100_A0A7L6AU09	A0A7L6AU09	uniprot	2799669	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix
UniRef100_A0A1U7M7F2	A0A1U7M7F2	uniprot	1123403	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;Tissierella;Tissierella creatinophila
UniRef100_A0A231P312	A0A231P312	uniprot	1899016	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;unclassified Desulfovibrio
UniRef100_A0A3D8YX63	A0A3D8YX63	uniprot	2282866	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;unclassified Sporosarcina
UniRef100_A0A6P1HK34	A0A6P1HK34	uniprot	2692425	cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pontibacillus;unclassified Pontibacillus
UniRef100_A0A1Q4RTZ3	A0A1Q4RTZ3	uniprot	1137096	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Calothrix;unclassified Calothrix
UniRef100_A0A3S1ISS5	A0A3S1ISS5	uniprot	232991	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Nostocales;Calotrichaceae;Dulcicalothrix;Dulcicalothrix desertica
UniRef100_A0A0S3UCN9	A0A0S3UCN9	uniprot	1752064	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Pseudanabaenales;Leptolyngbyaceae;Leptolyngbya;unclassified Leptolyngbya
UniRef100_A0A2T5G0I5	A0A2T5G0I5	uniprot	1735121	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
UniRef100_B4W4L8	B4W4L8	uniprot	118168	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Coleofasciculaceae;Coleofasciculus;Coleofasciculus chthonoplastes
UniRef100_B7KE60	B7KE60	uniprot	65393	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece citriformis
UniRef100_A0A128EFD5	A0A128EFD5	uniprot	1780362	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
UniRef100_A0A329ZIL6	A0A329ZIL6	uniprot	2004998	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;unclassified Helicobacter
UniRef100_A0A3D8IDA0	A0A3D8IDA0	uniprot	60246	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
UniRef100_A0A5B7X8E9	A0A5B7X8E9	uniprot	1032070	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter cryaerophilus
UniRef100_A0A7M1LGN0	A0A7M1LGN0	uniprot	1448857	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter
UniRef100_A0A2U3L821	A0A2U3L821	uniprot	2043167	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;unclassified Syntrophobacter
UniRef100_A0A6J4XAY3	A0A6J4XAY3	uniprot	698986	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;unclassified Deltaproteobacteria
UniRef100_A0A0X8JQ54	A0A0X8JQ54	uniprot	888061	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;Desulfomicrobium orale
UniRef100_A0A1G6EW64	A0A1G6EW64	uniprot	617002	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfonatronaceae;Desulfonatronum
UniRef100_A0A2T5C9B6	A0A2T5C9B6	uniprot	2109626	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfonatronaceae;Desulfonatronum;unclassified Desulfonatronum
UniRef100_A0A523A891	A0A523A891	uniprot	2053307	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;unclassified Desulfobulbaceae
UniRef100_A0A7C5FW56	A0A7C5FW56	uniprot	2033014	cellular organisms;Bacteria;Terrabacteria group;Armatimonadetes;unclassified Armatimonadetes
UniRef100_A0A7V4XH14	A0A7V4XH14	uniprot	2033014	cellular organisms;Bacteria;Terrabacteria group;Armatimonadetes;unclassified Armatimonadetes
UniRef100_A0A1X9LDH0	A0A1X9LDH0	uniprot	1903187	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Microcystaceae;Microcystis;Microcystis aeruginosa;Microcystis aeruginosa PCC 7806
UniRef100_E0UKP8	E0UKP8	uniprot	497965	cellular organisms;Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece verrucosa
UniRef100_A0A1T4W1Y9	A0A1T4W1Y9	uniprot	1121449	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Paucidesulfovibrio;Paucidesulfovibrio gracilis
